Sample number,Initial number of cells,Number of cells surviving
22982,39,5
22983,60,7
22984,68,9
22985,88,19
22986,58,14
22987,59,11
22988,55,9
22989,44,6
22990,80,20
22991,98,19
22992,91,20
22993,23,8
22994,18,4
22995,28,4
22996,61,10
22997,100,24
22998,96,22
22999,15,3
23000,28,5
23001,46,8
23002,57,7
23003,41,6
23004,60,11
23005,29,7
23006,22,4
23007,41,5
23008,38,6
23009,81,14
23010,71,17
23011,18,4
23012,91,23
23013,95,14
23014,74,9
23015,44,8
23016,33,4
23017,84,19
23018,84,11
23019,77,16
23020,77,17
23021,84,23
23022,59,11
23023,77,12
23024,99,18
23025,51,14
23026,46,11
23027,29,6
23028,79,17
23029,74,20
23030,89,14
23031,68,14
23032,76,18
23033,64,9
23034,18,5
23035,18,0
23036,40,8
23037,58,13
23038,10,4
23039,10,1
23040,74,13
23041,97,20
23042,92,23
23043,78,15
23044,24,7
23045,18,3
23046,97,14
23047,36,8
23048,13,1
23049,94,22
23050,33,5
23051,64,9
23052,96,19
23053,89,18
23054,82,13
23055,48,10
23056,11,2
23057,92,20
23058,39,7
23059,50,10
23060,17,2
23061,78,8
23062,25,3
23063,58,8
23064,27,1
23065,60,16
23066,80,21
23067,16,3
23068,99,16
23069,38,6
23070,74,15
23071,90,20
23072,27,8
23073,25,7
23074,56,13
23075,63,13
23076,31,9
23077,78,15
23078,72,15
23079,85,17
23080,65,15
23081,25,7
23082,79,10
23083,52,19
23084,92,17
23085,69,9
23086,65,14
23087,39,6
23088,84,17
23089,37,5
23090,60,15
23091,65,9
23092,30,6
23093,17,0
23094,41,9
23095,67,18
23096,14,1
23097,38,7
23098,97,22
23099,53,9
23100,51,10
23101,40,8
23102,16,2
23103,81,20
23104,98,19
23105,20,5
23106,41,10
23107,96,22
23108,98,22
23109,39,9
23110,97,21
23111,30,7
23112,10,1
23113,28,5
23114,20,4
23115,64,18
23116,17,3
23117,54,12
23118,77,16
23119,76,15
23120,97,17
23121,31,3
23122,43,7
23123,19,5
23124,73,21
23125,80,16
23126,65,16
23127,74,11
23128,16,5
23129,67,15
23130,11,5
23131,75,16
23132,63,13
23133,43,9
23134,93,25
23135,15,2
23136,88,25
23137,41,11
23138,73,14
23139,84,10
23140,88,24
23141,72,12
23142,71,14
23143,91,21
23144,49,11
23145,52,13
23146,30,5
23147,27,5
23148,71,10
23149,70,14
23150,65,8
23151,60,8
23152,43,9
23153,93,14
23154,45,7
23155,95,13
23156,59,9
23157,98,20
23158,72,16
23159,33,11
23160,55,14
23161,66,13
23162,85,14
23163,18,2
23164,22,3
23165,61,12
23166,100,13
23167,16,2
23168,65,15
23169,61,9
23170,73,9
23171,60,12
23172,11,1
23173,40,5
23174,73,17
23175,44,7
23176,35,4
23177,84,17
23178,44,9
23179,23,2
23180,95,20
23181,60,15
23182,12,2
23183,22,4
23184,63,15
23185,93,16
23186,74,9
23187,38,12
23188,20,6
23189,24,7
23190,69,15
23191,77,12
23192,48,5
23193,73,23
23194,29,9
23195,37,10
23196,16,3
23197,73,7
23198,41,10
23199,63,8
23200,94,10
23201,93,13
23202,67,17
23203,57,13
23204,50,9
23205,84,15
23206,39,8
23207,98,20
23208,77,11
23209,73,12
23210,41,8
23211,97,18
23212,88,17
23213,81,18
23214,41,10
23215,60,9
23216,67,13
23217,20,4
23218,30,3
23219,87,15
23220,53,10
23221,93,14
23222,79,16
23223,86,16
23224,48,7
23225,18,2
23226,78,14
23227,66,12
23228,11,2
23229,54,16
23230,79,16
23231,75,7
23232,89,19
23233,38,5
23234,47,10
23235,97,23
23236,55,13
23237,67,15
23238,44,7
23239,83,16
23240,61,17
23241,89,17
23242,58,9
23243,43,8
23244,50,10
23245,92,21
23246,35,4
23247,16,2
23248,88,18
23249,28,6
23250,63,11
23251,64,11
23252,35,12
23253,92,15
23254,40,7
23255,40,5
23256,32,7
23257,22,3
23258,87,22
23259,19,5
23260,53,5
23261,10,1
23262,53,9
23263,61,11
23264,92,18
23265,75,15
23266,52,13
23267,30,6
23268,18,3
23269,88,24
23270,85,16
23271,30,10
23272,57,13
23273,12,2
23274,41,6
23275,46,9
23276,23,4
23277,63,14
23278,13,2
23279,92,15
23280,40,4
23281,97,20
23282,76,14
23283,11,1
23284,56,12
23285,12,3
23286,34,7
23287,42,7
23288,28,5
23289,82,13
23290,96,19
23291,10,3
23292,81,18
23293,87,21
23294,50,4
23295,87,19
23296,61,12
23297,67,17
23298,74,15
23299,50,8
23300,100,21
23301,66,15
23302,94,22
23303,78,24
23304,92,16
23305,69,8
23306,32,3
23307,34,6
23308,53,13
23309,65,17
23310,33,5
23311,77,17
23312,87,9
23313,73,8
23314,85,19
23315,12,2
23316,17,5
23317,13,6
23318,26,7
23319,21,4
23320,28,5
23321,41,7
23322,75,14
23323,28,4
23324,61,8
23325,46,9
23326,91,21
23327,18,7
23328,95,21
23329,49,13
23330,46,9
23331,68,13
23332,10,4
23333,75,21
23334,29,9
23335,85,18
23336,32,4
23337,74,14
23338,70,15
23339,97,17
23340,46,7
23341,35,8
23342,49,8
23343,70,8
23344,100,16
23345,30,10
23346,51,11
23347,71,20
23348,23,6
23349,69,17
23350,65,14
23351,51,11
23352,65,17
23353,32,6
23354,92,27
23355,87,17
23356,93,20
23357,55,13
23358,55,15
23359,47,9
23360,84,16
23361,30,9
23362,82,14
23363,83,22
23364,16,2
23365,56,14
23366,93,15
23367,52,11
23368,57,12
23369,26,8
23370,38,8
23371,78,13
23372,58,18
23373,14,0
23374,66,9
23375,60,12
23376,85,23
23377,100,17
23378,44,8
23379,73,18
23380,61,13
23381,79,19
23382,69,19
23383,51,14
23384,51,7
23385,71,13
23386,47,11
23387,96,17
23388,66,9
23389,30,11
23390,91,18
23391,96,14
23392,24,3
23393,26,3
23394,53,9
23395,76,16
23396,83,23
23397,70,12
23398,47,8
23399,63,13
23400,48,7
23401,88,19
23402,13,2
23403,12,1
23404,88,14
23405,44,11
23406,43,11
23407,84,19
23408,97,23
23409,99,17
23410,82,17
23411,65,12
23412,39,4
23413,95,22
23414,35,5
23415,65,13
23416,58,15
23417,22,7
23418,80,10
23419,58,9
23420,90,22
23421,49,13
23422,62,11
23423,13,2
23424,18,2
23425,21,2
23426,12,4
23427,88,20
23428,97,16
23429,84,16
23430,76,19
23431,36,6
23432,14,3
23433,43,11
23434,11,2
23435,88,18
23436,54,13
23437,81,16
23438,53,16
23439,30,4
23440,39,10
23441,27,5
23442,51,8
23443,95,20
23444,54,9
23445,37,10
23446,46,8
23447,89,22
23448,37,7
23449,92,24
23450,44,9
23451,57,8
23452,27,5
23453,95,17
23454,62,7
23455,20,3
23456,11,2
23457,68,16
23458,41,6
23459,37,8
23460,100,26
23461,52,10
23462,80,20
23463,81,14
23464,67,14
23465,23,8
23466,25,3
23467,33,8
23468,95,12
23469,72,20
23470,98,20
23471,46,9
23472,34,8
23473,26,7
23474,17,2
23475,89,21
23476,56,13
23477,74,20
23478,93,24
23479,25,5
23480,47,8
23481,67,14
23482,39,8
23483,75,10
23484,53,6
23485,49,13
23486,73,18
23487,48,13
23488,79,15
23489,15,3
23490,62,11
23491,40,8
23492,52,11
23493,29,11
23494,19,3
23495,21,4
23496,15,2
23497,48,11
23498,63,12
23499,86,21
23500,75,13
23501,41,9
23502,96,18
23503,13,3
23504,89,17
23505,88,18
23506,51,11
23507,65,8
23508,65,16
23509,37,6
23510,10,3
23511,39,7
23512,26,3
23513,56,10
23514,82,18
23515,26,6
23516,19,4
23517,100,23
23518,74,15
23519,52,11
23520,79,15
23521,86,10
23522,22,9
23523,65,7
23524,30,7
23525,50,12
23526,23,1
23527,84,17
23528,95,22
23529,31,5
23530,93,21
23531,96,15
23532,48,14
23533,95,14
23534,68,16
23535,30,7
23536,15,4
23537,73,19
23538,13,3
23539,15,6
23540,25,3
23541,100,20
23542,96,21
23543,41,8
23544,74,15
23545,75,19
23546,75,14
23547,28,3
23548,99,9
23549,65,11
23550,16,2
23551,32,10
23552,45,5
23553,46,7
23554,55,17
23555,62,13
23556,97,20
23557,28,6
23558,43,8
23559,32,10
23560,41,9
23561,56,13
23562,11,3
23563,89,21
23564,35,7
23565,84,17
23566,47,10
23567,48,12
23568,89,18
23569,35,9
23570,47,14
23571,53,12
23572,33,6
23573,36,4
23574,25,6
23575,52,15
23576,69,12
23577,32,3
23578,94,14
23579,91,15
23580,56,17
23581,99,18
23582,77,16
23583,52,9
23584,63,11
23585,55,9
23586,16,5
23587,35,7
23588,70,13
23589,16,1
23590,52,11
23591,26,5
23592,91,19
23593,20,6
23594,27,7
23595,60,11
23596,19,6
23597,51,14
23598,23,1
23599,51,11
23600,84,20
23601,74,18
23602,60,11
23603,13,2
23604,77,13
23605,66,16
23606,66,13
23607,95,17
23608,60,8
23609,46,11
23610,51,9
23611,11,1
23612,39,4
23613,56,16
23614,10,4
23615,37,7
23616,43,3
23617,95,13
23618,28,6
23619,36,12
23620,57,10
23621,18,4
23622,68,10
23623,30,5
23624,79,14
23625,100,23
23626,16,2
23627,32,5
23628,93,15
23629,85,22
23630,62,6
23631,18,4
23632,48,11
23633,34,8
23634,69,13
23635,63,8
23636,17,4
23637,22,2
23638,61,17
23639,36,11
23640,82,21
23641,42,7
23642,58,9
23643,60,9
23644,80,18
23645,22,6
23646,48,6
23647,74,19
23648,77,18
23649,98,16
23650,16,2
23651,57,12
23652,20,3
23653,37,8
23654,99,20
23655,96,19
23656,86,12
23657,71,14
23658,17,3
23659,57,10
23660,62,12
23661,38,6
23662,45,7
23663,50,9
23664,63,14
23665,21,6
23666,14,6
23667,80,19
23668,71,12
23669,77,14
23670,32,4
23671,27,4
23672,37,7
23673,51,11
23674,11,1
23675,35,5
23676,75,18
23677,58,12
23678,38,8
23679,76,16
23680,50,12
23681,97,19
23682,93,13
23683,20,1
23684,74,16
23685,29,2
23686,15,1
23687,43,11
23688,31,4
23689,22,6
23690,53,9
23691,71,12
23692,33,10
23693,46,13
23694,34,6
23695,18,5
23696,52,12
23697,19,6
23698,95,26
23699,21,4
23700,40,9
23701,35,10
23702,18,3
23703,69,13
23704,88,17
23705,53,9
23706,95,15
23707,13,0
23708,86,19
23709,58,7
23710,76,17
23711,26,5
23712,67,12
23713,86,19
23714,60,12
23715,45,12
23716,26,4
23717,73,16
23718,86,15
23719,73,17
23720,83,17
23721,52,12
23722,45,9
23723,46,14
23724,88,22
23725,88,20
23726,39,12
23727,96,18
23728,58,15
23729,50,10
23730,28,6
23731,89,13
23732,57,10
23733,15,3
23734,66,20
23735,34,6
23736,90,17
23737,72,19
23738,18,3
23739,59,8
23740,47,7
23741,76,10
23742,92,12
23743,92,21
23744,64,14
23745,80,16
23746,49,9
23747,40,5
23748,68,9
23749,52,10
23750,72,17
23751,10,3
23752,73,14
23753,25,4
23754,81,17
23755,14,3
23756,73,14
23757,33,8
23758,65,16
23759,10,2
23760,22,5
23761,81,15
23762,10,2
23763,88,23
23764,83,13
23765,75,17
23766,36,5
23767,80,14
23768,75,16
23769,47,11
23770,44,4
23771,27,6
23772,17,1
23773,30,5
23774,45,7
23775,35,8
23776,56,12
23777,72,8
23778,96,16
23779,83,10
23780,66,15
23781,25,4
23782,13,2
23783,80,10
23784,77,22
23785,92,15
23786,95,16
23787,51,13
23788,49,13
23789,41,14
23790,35,10
23791,65,7
23792,27,7
23793,81,22
23794,55,18
23795,57,9
23796,38,9
23797,15,4
23798,65,10
23799,88,21
23800,70,15
23801,48,8
23802,72,9
23803,21,3
23804,29,5
23805,26,3
23806,78,18
23807,40,9
23808,98,22
23809,45,12
23810,58,15
23811,29,7
23812,91,20
23813,56,8
23814,80,18
23815,91,20
23816,32,5
23817,95,19
23818,95,22
23819,25,8
23820,14,2
23821,52,10
23822,52,7
23823,91,15
23824,60,8
23825,40,7
23826,18,3
23827,95,19
23828,83,14
23829,42,9
23830,33,10
23831,23,6
23832,15,3
23833,38,7
23834,79,18
23835,99,20
23836,46,9
23837,21,7
23838,86,14
23839,29,7
23840,19,1
23841,64,13
23842,94,16
23843,62,11
23844,93,20
23845,40,7
23846,50,12
23847,72,14
23848,66,18
23849,52,12
23850,44,6
23851,36,8
23852,92,22
23853,78,12
23854,56,8
23855,47,7
23856,34,6
23857,94,24
23858,25,3
23859,62,15
23860,86,20
23861,58,9
23862,45,13
23863,75,12
23864,58,12
23865,76,13
23866,42,10
23867,49,7
23868,88,15
23869,51,13
23870,63,8
23871,39,8
23872,63,10
23873,43,7
23874,23,2
23875,13,4
23876,22,5
23877,97,21
23878,87,16
23879,33,5
23880,79,21
23881,93,14
23882,63,12
23883,89,20
23884,13,3
23885,41,11
23886,28,5
23887,43,10
23888,88,12
23889,97,22
23890,76,18
23891,98,27
23892,55,10
23893,93,19
23894,49,9
23895,57,10
23896,74,22
23897,100,27
23898,100,30
23899,83,11
23900,24,3
23901,58,12
23902,65,10
23903,24,4
23904,77,20
23905,59,11
23906,23,7
23907,97,25
23908,62,13
23909,16,6
23910,28,1
23911,51,7
23912,32,3
23913,74,22
23914,55,10
23915,42,9
23916,16,3
23917,10,2
23918,95,18
23919,43,11
23920,62,6
23921,32,6
23922,29,6
23923,59,12
23924,97,30
23925,40,8
23926,50,7
23927,11,1
23928,87,16
23929,21,5
23930,19,5
23931,88,15
23932,34,5
23933,18,3
23934,98,19
23935,35,10
23936,33,6
23937,70,14
23938,37,6
23939,61,9
23940,98,24
23941,67,13
23942,87,15
23943,82,20
23944,87,16
23945,80,20
23946,61,13
23947,84,14
23948,44,7
23949,30,4
23950,86,20
23951,91,22
23952,17,6
23953,75,14
23954,77,24
23955,88,16
23956,16,6
23957,64,16
23958,61,12
23959,27,3
23960,92,16
23961,45,5
23962,63,13
23963,95,20
23964,41,4
23965,15,2
23966,96,20
23967,56,12
23968,51,10
23969,92,21
23970,28,3
23971,56,10
23972,44,9
23973,45,10
23974,58,11
23975,80,12
23976,66,12
23977,73,14
23978,10,4
23979,44,10
23980,43,12
23981,69,22
23982,74,21
23983,36,8
23984,53,12
23985,31,7
23986,67,10
23987,40,7
23988,45,5
23989,12,2
23990,23,10
23991,43,8
23992,13,1
23993,20,3
23994,48,8
23995,77,18
23996,52,11
23997,98,20
23998,97,23
23999,50,6
24000,90,18
24001,10,1
24002,73,16
24003,45,10
24004,70,14
24005,39,7
24006,71,9
24007,24,2
24008,79,20
24009,20,3
24010,44,11
24011,16,4
24012,80,6
24013,63,13
24014,87,20
24015,96,27
24016,98,13
24017,37,6
24018,34,7
24019,50,11
24020,70,6
24021,82,14
24022,30,6
24023,81,11
24024,30,9
24025,74,20
24026,99,21
24027,44,10
24028,28,6
24029,98,14
24030,89,16
24031,56,15
24032,43,7
24033,33,6
24034,71,13
24035,64,13
24036,43,13
24037,18,5
24038,89,20
24039,47,9
24040,57,14
24041,91,20
24042,13,0
24043,38,12
24044,84,18
24045,27,6
24046,71,15
24047,85,11
24048,38,9
24049,28,6
24050,41,10
24051,21,4
24052,12,1
24053,86,25
24054,39,4
24055,21,3
24056,34,5
24057,63,9
24058,46,8
24059,23,7
24060,17,3
24061,54,12
24062,55,14
24063,69,11
24064,68,8
24065,35,6
24066,40,6
24067,58,18
24068,96,19
24069,84,16
24070,67,11
24071,75,14
24072,96,22
24073,58,10
24074,60,9
24075,37,5
24076,45,10
24077,10,1
24078,20,4
24079,26,9
24080,81,18
24081,67,15
24082,69,14
24083,31,5
24084,61,17
24085,10,2
24086,15,1
24087,77,19
24088,34,11
24089,17,6
24090,23,7
24091,57,15
24092,57,10
24093,61,8
24094,85,21
24095,17,4
24096,24,5
24097,72,12
24098,59,11
24099,63,12
24100,79,15
24101,92,12
24102,72,14
24103,81,15
24104,33,8
24105,70,13
24106,42,4
24107,93,20
24108,75,16
24109,39,8
24110,60,9
24111,74,11
24112,33,7
24113,57,10
24114,42,10
24115,20,4
24116,66,8
24117,16,3
24118,65,13
24119,28,6
24120,27,9
24121,39,12
24122,21,2
24123,45,7
24124,21,5
24125,15,3
24126,58,12
24127,79,18
24128,26,5
24129,44,8
24130,47,4
24131,96,26
24132,26,6
24133,50,12
24134,38,3
24135,62,8
24136,39,11
24137,90,25
24138,53,12
24139,60,14
24140,47,10
24141,15,3
24142,23,5
24143,40,8
24144,10,1
24145,75,17
24146,54,9
24147,16,3
24148,48,9
24149,32,4
24150,85,21
24151,65,15
24152,22,3
24153,53,9
24154,26,3
24155,39,6
24156,17,4
24157,87,23
24158,71,19
24159,74,18
24160,33,6
24161,25,8
24162,78,14
24163,78,10
24164,82,12
24165,37,6
24166,45,7
24167,64,11
24168,74,22
24169,12,1
24170,11,3
24171,31,5
24172,50,12
24173,92,14
24174,97,24
24175,54,12
24176,82,11
24177,87,14
24178,46,12
24179,19,3
24180,26,7
24181,79,14
24182,12,2
24183,27,3
24184,74,17
24185,63,15
24186,29,6
24187,61,19
24188,89,16
24189,23,3
24190,97,18
24191,82,22
24192,80,11
24193,48,10
24194,16,6
24195,11,2
24196,69,14
24197,82,17
24198,19,5
24199,35,9
24200,34,7
24201,65,13
24202,64,9
24203,86,12
24204,88,14
24205,84,20
24206,67,15
24207,47,17
24208,38,6
24209,12,2
24210,30,2
24211,84,16
24212,92,17
24213,64,17
24214,70,16
24215,62,13
24216,91,20
24217,36,5
24218,86,23
24219,98,28
24220,29,5
24221,71,17
24222,38,7
24223,56,12
24224,39,7
24225,44,9
24226,34,8
24227,16,4
24228,88,20
24229,91,22
24230,16,5
24231,75,15
24232,97,20
24233,65,12
24234,34,6
24235,11,3
24236,48,8
24237,85,23
24238,29,4
24239,38,10
24240,20,3
24241,52,6
24242,77,13
24243,37,6
24244,78,18
24245,41,7
24246,66,13
24247,53,11
24248,17,6
24249,21,4
24250,18,3
24251,10,1
24252,80,17
24253,17,3
24254,47,11
24255,36,9
24256,37,7
24257,92,22
24258,32,6
24259,97,22
24260,10,2
24261,35,8
24262,48,9
24263,66,14
24264,21,3
24265,23,5
24266,65,11
24267,47,7
24268,82,14
24269,96,16
24270,10,3
24271,32,8
24272,91,9
24273,100,20
24274,90,16
24275,69,16
24276,44,6
24277,44,7
24278,13,2
24279,100,22
24280,87,14
24281,98,27
24282,80,17
24283,90,17
24284,47,14
24285,31,2
24286,93,16
24287,82,17
24288,96,20
24289,56,19
24290,77,18
24291,30,4
24292,24,1
24293,76,10
24294,76,18
24295,40,11
24296,61,9
24297,40,6
24298,67,15
24299,99,18
24300,33,11
24301,27,8
24302,63,11
24303,12,1
24304,83,18
24305,42,6
24306,83,15
24307,37,5
24308,25,4
24309,15,4
24310,94,19
24311,58,11
24312,87,10
24313,52,13
24314,69,21
24315,33,7
24316,45,9
24317,51,6
24318,52,13
24319,72,10
24320,93,23
24321,61,10
24322,77,12
24323,13,3
24324,12,4
24325,64,14
24326,100,20
24327,81,19
24328,86,18
24329,43,6
24330,65,14
24331,31,8
24332,59,14
24333,86,17
24334,82,11
24335,41,10
24336,52,10
24337,35,5
24338,88,17
24339,70,12
24340,25,5
24341,91,19
24342,30,5
24343,71,13
24344,79,12
24345,84,18
24346,77,9
24347,32,9
24348,49,9
24349,15,4
24350,68,13
24351,78,17
24352,28,3
24353,82,20
24354,23,4
24355,54,9
24356,90,17
24357,68,15
24358,41,6
24359,33,7
24360,18,4
24361,93,22
24362,90,14
24363,93,19
24364,61,18
24365,84,19
24366,53,13
24367,42,8
24368,91,12
24369,71,13
24370,77,17
24371,57,10
24372,51,11
24373,54,5
24374,34,7
24375,57,10
24376,99,23
24377,29,8
24378,57,8
24379,44,9
24380,16,5
24381,18,6
24382,67,14
24383,25,8
24384,71,11
24385,71,14
24386,25,10
24387,55,9
24388,77,16
24389,31,9
24390,79,12
24391,52,14
24392,75,9
24393,49,7
24394,48,13
24395,66,10
24396,46,12
24397,69,13
24398,63,7
24399,40,9
24400,27,6
24401,44,12
24402,81,12
24403,20,1
24404,79,18
24405,16,4
24406,72,16
24407,47,3
24408,29,4
24409,96,15
24410,15,4
24411,99,15
24412,11,2
24413,74,13
24414,79,15
24415,63,14
24416,15,0
24417,23,5
24418,71,15
24419,50,7
24420,67,9
24421,68,14
24422,27,4
24423,35,9
24424,78,12
24425,77,10
24426,13,1
24427,86,20
24428,82,18
24429,78,19
24430,33,6
24431,72,11
24432,67,9
24433,24,4
24434,86,17
24435,91,15
24436,60,7
24437,97,19
24438,40,12
24439,38,7
24440,83,13
24441,25,8
24442,99,21
24443,54,13
24444,33,6
24445,67,13
24446,44,11
24447,26,7
24448,83,22
24449,58,7
24450,57,15
24451,42,11
24452,67,8
24453,59,9
24454,41,9
24455,88,19
24456,68,18
24457,94,15
24458,17,4
24459,24,2
24460,42,6
24461,80,18
24462,18,5
24463,51,13
24464,73,18
24465,52,9
24466,25,8
24467,98,24
24468,42,8
24469,64,14
24470,74,11
24471,94,8
24472,31,8
24473,95,24
24474,83,18
24475,77,24
24476,45,11
24477,33,4
24478,23,4
24479,61,10
24480,16,3
24481,75,18
24482,11,2
24483,96,17
24484,61,13
24485,47,9
24486,29,6
24487,14,2
24488,30,7
24489,31,10
24490,30,10
24491,80,18
24492,54,5
24493,67,20
24494,64,10
24495,38,10
24496,90,20
24497,97,17
24498,16,5
24499,18,8
24500,44,10
24501,29,7
24502,90,18
24503,55,13
24504,27,4
24505,76,12
24506,65,9
24507,32,8
24508,38,7
24509,47,9
24510,14,2
24511,51,11
24512,33,6
24513,30,10
24514,28,5
24515,91,17
24516,83,12
24517,91,25
24518,42,8
24519,94,18
24520,25,5
24521,62,7
24522,27,4
24523,77,19
24524,14,1
24525,63,16
24526,12,4
24527,43,12
24528,26,7
24529,86,19
24530,74,15
24531,95,19
24532,36,4
24533,20,4
24534,29,4
24535,58,10
24536,84,18
24537,35,3
24538,50,12
24539,59,7
24540,95,19
24541,62,15
24542,81,18
24543,53,14
24544,44,9
24545,32,6
24546,45,10
24547,36,5
24548,63,14
24549,40,7
24550,77,15
24551,40,5
24552,73,11
24553,49,10
24554,31,6
24555,83,21
24556,44,12
24557,81,19
24558,42,13
24559,99,23
24560,74,12
24561,81,26
24562,20,4
24563,45,8
24564,24,2
24565,88,19
24566,85,16
24567,38,7
24568,75,12
24569,79,19
24570,50,13
24571,83,12
24572,72,13
24573,58,11
24574,55,11
24575,48,8
24576,59,13
24577,44,12
24578,59,13
24579,82,16
24580,65,13
24581,14,3
24582,56,11
24583,61,12
24584,57,11
24585,14,3
24586,24,4
24587,79,12
24588,93,15
24589,68,11
24590,80,13
24591,98,18
24592,21,4
24593,82,17
24594,58,13
24595,97,20
24596,40,7
24597,40,8
24598,56,16
24599,21,3
24600,75,18
24601,68,17
24602,42,7
24603,37,10
24604,99,10
24605,69,18
24606,33,8
24607,42,6
24608,81,16
24609,75,16
24610,23,7
24611,39,10
24612,10,2
24613,35,5
24614,51,8
24615,66,12
24616,20,6
24617,21,8
24618,32,6
24619,11,1
24620,32,5
24621,85,19
24622,78,21
24623,52,11
24624,99,26
24625,89,19
24626,84,14
24627,45,4
24628,92,18
24629,75,18
24630,93,23
24631,53,5
24632,80,16
24633,97,20
24634,72,15
24635,36,10
24636,95,21
24637,11,2
24638,35,11
24639,84,18
24640,53,19
24641,82,17
24642,38,3
24643,14,2
24644,68,8
24645,87,20
24646,98,14
24647,23,6
24648,22,10
24649,58,14
24650,27,5
24651,76,14
24652,57,11
24653,16,5
24654,36,5
24655,65,16
24656,73,16
24657,78,14
24658,29,8
24659,65,16
24660,53,12
24661,86,21
24662,90,19
24663,25,2
24664,70,12
24665,30,4
24666,91,26
24667,99,19
24668,86,13
24669,52,9
24670,25,9
24671,72,18
24672,23,1
24673,18,3
24674,38,3
24675,10,4
24676,73,13
24677,31,7
24678,14,4
24679,21,4
24680,100,23
24681,87,18
24682,82,16
24683,28,6
24684,60,18
24685,45,7
24686,96,16
24687,17,3
24688,58,12
24689,91,17
24690,82,23
24691,43,13
24692,48,9
24693,46,11
24694,87,13
24695,29,5
24696,22,3
24697,71,11
24698,93,15
24699,29,7
24700,11,1
24701,36,11
24702,92,16
24703,60,11
24704,91,16
24705,32,7
24706,72,18
24707,52,15
24708,89,15
24709,47,8
24710,20,2
24711,44,11
24712,55,12
24713,99,13
24714,74,16
24715,30,4
24716,81,23
24717,45,5
24718,50,9
24719,84,21
24720,60,13
24721,44,12
24722,79,17
24723,84,11
24724,18,1
24725,88,25
24726,23,3
24727,27,7
24728,77,14
24729,59,11
24730,46,13
24731,90,24
24732,54,13
24733,55,8
24734,75,11
24735,25,6
24736,27,4
24737,32,6
24738,29,6
24739,55,12
24740,98,17
24741,79,17
24742,85,22
24743,60,13
24744,93,25
24745,17,5
24746,91,18
24747,56,9
24748,91,19
24749,47,8
24750,10,3
24751,96,13
24752,69,16
24753,77,17
24754,23,6
24755,43,11
24756,34,3
24757,91,16
24758,77,13
24759,20,3
24760,96,17
24761,49,9
24762,92,22
24763,84,14
24764,93,18
24765,58,11
24766,64,18
24767,56,10
24768,37,8
24769,27,8
24770,42,8
24771,53,13
24772,89,12
24773,62,16
24774,46,6
24775,35,6
24776,22,6
24777,88,17
24778,35,8
24779,42,9
24780,18,4
24781,36,7
24782,12,2
24783,89,17
24784,99,23
24785,79,20
24786,99,22
24787,20,4
24788,26,3
24789,61,9
24790,54,11
24791,21,10
24792,90,19
24793,32,6
24794,11,2
24795,73,12
24796,83,16
24797,91,21
24798,20,5
24799,67,13
24800,21,1
24801,75,10
24802,27,4
24803,90,25
24804,13,1
24805,53,10
24806,81,12
24807,29,7
24808,83,17
24809,84,12
24810,24,8
24811,23,6
24812,20,2
24813,35,6
24814,61,14
24815,20,3
24816,24,4
24817,85,19
24818,13,5
24819,70,19
24820,23,4
24821,19,1
24822,38,5
24823,36,6
24824,73,13
24825,88,16
24826,25,5
24827,28,5
24828,64,8
24829,40,9
24830,51,14
24831,92,25
24832,76,17
24833,87,19
24834,43,7
24835,20,6
24836,61,11
24837,32,8
24838,89,19
24839,38,6
24840,33,5
24841,28,8
24842,90,21
24843,58,14
24844,38,3
24845,72,11
24846,56,12
24847,26,4
24848,34,9
24849,39,7
24850,33,9
24851,85,13
24852,59,11
24853,85,23
24854,74,19
24855,92,21
24856,27,4
24857,36,4
24858,46,12
24859,55,7
24860,78,16
24861,91,21
24862,26,2
24863,69,20
24864,65,9
24865,52,11
24866,13,6
24867,64,14
24868,100,18
24869,20,6
24870,75,20
24871,52,9
24872,63,18
24873,39,7
24874,43,5
24875,49,11
