Wyksztalcenie,Dochod,LDniOdOstWizyty,WydatkiWino,WydatkiOwoce,WydatkiMieso,WydatkiRyby,WydatkiSlodycze,IloscZakupowInternet,IloscZakupowKatalog,IloscZakupowWSklepie,LOdwiedzinStrony,OdKiedyKlient,Wiek,Spent,MieszkaZ,LDzieci,LOsobGospDom,CzyRodzic
Postgraduate,56242.0,72,689,8,167,11,8,8,4,11,6,11.967145790554415,56,971,Partner,1,3,1
Graduate,48904.0,1,283,10,38,0,13,7,2,4,8,12.216290212183436,65,371,Alone,1,2,1
Graduate,56243.0,26,347,0,35,4,3,4,2,8,5,11.14031485284052,50,396,Alone,3,4,1
Graduate,21355.0,5,5,13,14,0,5,2,1,2,6,11.501711156741958,40,68,Partner,1,3,1
Postgraduate,57420.0,22,280,0,18,0,0,5,1,6,7,11.655030800821356,54,322,Partner,1,3,1
Postgraduate,46390.0,56,95,14,64,2,9,4,2,3,7,10.795345653661876,70,222,Alone,1,2,1
Undergraduate,54342.0,74,84,10,34,11,10,3,1,4,6,11.633127994524298,69,177,Partner,2,4,1
Graduate,20895.0,24,18,3,17,3,0,2,0,3,9,12.372347707049968,52,45,Partner,1,3,1
Graduate,92344.0,9,992,24,694,51,19,5,10,5,1,11.096509240246409,77,1899,Partner,0,2,0
Undergraduate,26907.0,10,9,1,7,0,3,1,0,3,7,11.501711156741958,49,22,Partner,2,4,1
Graduate,44964.0,35,19,1,17,2,0,1,0,3,8,12.177960301163589,45,41,Partner,2,4,1
Graduate,75507.0,56,709,93,374,104,80,8,6,6,3,10.803559206023271,46,1440,Partner,0,2,0
Postgraduate,53761.0,7,158,0,76,13,7,4,4,3,5,11.359342915811087,53,325,Partner,2,4,1
Graduate,22682.0,51,10,14,29,4,2,2,1,4,4,11.381245722108146,52,95,Partner,1,3,1
Postgraduate,38887.0,17,25,1,13,0,0,1,0,3,7,10.97056810403833,53,42,Partner,1,3,1
Undergraduate,41658.0,30,8,4,12,15,4,1,1,2,4,12.279260780287474,50,72,Alone,2,3,1
Postgraduate,29791.0,21,14,0,6,0,0,2,0,3,5,10.767967145790555,53,20,Partner,1,3,1
Postgraduate,63915.0,2,622,7,115,30,0,6,3,12,5,11.55920602327173,69,789,Partner,2,4,1
Graduate,39996.0,85,11,0,3,0,0,1,0,2,6,10.74880219028063,51,15,Alone,2,3,1
Graduate,26759.0,65,25,3,16,8,5,2,1,3,6,11.033538672142368,53,59,Alone,1,2,1
Postgraduate,63841.0,64,635,15,100,20,7,9,3,9,6,11.83299110198494,57,908,Alone,1,2,1
Postgraduate,51039.0,11,100,64,79,65,0,6,2,4,7,12.19438740588638,56,417,Partner,2,4,1
Graduate,60544.0,92,201,2,43,3,5,5,1,5,6,12.487337440109512,64,289,Partner,2,4,1
Graduate,65685.0,54,642,14,49,0,7,9,2,9,5,10.896646132785763,53,769,Partner,1,3,1
Graduate,37716.0,4,97,1,41,6,2,4,1,3,7,10.833675564681725,72,188,Partner,1,3,1
Graduate,36864.0,53,204,5,39,17,0,5,2,4,8,12.5201916495551,68,354,Alone,1,2,1
Postgraduate,44511.0,39,513,7,133,46,14,8,4,8,8,12.355920602327172,55,727,Partner,1,3,1
Postgraduate,36947.0,49,88,3,21,4,1,3,0,4,9,12.536618754277892,58,146,Partner,2,4,1
Postgraduate,47352.0,70,172,12,112,8,0,6,1,5,7,11.860369609856264,74,319,Partner,1,3,1
Postgraduate,67087.0,40,329,35,222,130,35,7,5,8,4,11.175906913073238,72,794,Partner,1,3,1
Graduate,57045.0,40,296,13,104,11,13,4,2,9,3,12.449007529089664,75,454,Partner,1,3,1
Postgraduate,36957.0,43,100,2,16,2,1,3,2,2,9,12.454483230663929,72,152,Alone,2,3,1
Postgraduate,69389.0,17,422,7,238,69,46,7,2,12,4,12.394250513347025,48,797,Partner,1,3,1
Graduate,80134.0,40,1218,16,272,104,0,5,3,6,6,11.75359342915811,53,1690,Partner,1,3,1
Postgraduate,43142.0,84,5,1,7,2,1,1,0,2,7,11.003422313483917,56,20,Partner,2,4,1
Graduate,80589.0,25,507,93,520,242,40,5,10,5,1,11.077344284736482,81,1428,Partner,0,2,0
Graduate,34412.0,62,52,12,50,4,36,5,0,3,9,12.016427104722792,35,209,Alone,1,2,1
Graduate,57537.0,83,191,56,139,51,8,4,3,8,4,11.696098562628336,46,545,Alone,1,2,1
Undergraduate,22634.0,47,2,23,11,8,6,2,1,2,8,12.093086926762492,59,96,Partner,0,2,0
Graduate,51315.0,45,68,28,39,16,30,2,2,5,2,10.989733059548255,77,222,Partner,0,2,0
Graduate,36026.0,34,20,4,10,6,4,2,0,3,6,10.93223819301848,53,61,Partner,3,5,1
Graduate,24639.0,3,20,3,16,0,4,2,0,4,6,11.06091718001369,52,44,Partner,2,4,1
Postgraduate,34578.0,1,7,0,1,0,0,1,0,2,6,10.861054072553046,53,8,Partner,3,5,1
Undergraduate,65704.0,18,279,172,74,38,8,2,10,10,1,11.353867214236825,53,817,Alone,0,1,0
Graduate,63810.0,45,977,12,253,16,12,4,3,12,8,12.27378507871321,59,1371,Alone,1,2,1
Postgraduate,54132.0,81,30,1,8,0,0,1,0,3,7,11.00889801505818,56,42,Partner,1,3,1
Graduate,18690.0,77,6,1,7,23,4,1,1,2,8,12.145106091718,66,60,Partner,0,2,0
Graduate,28164.0,23,3,18,26,11,8,2,0,4,7,11.797399041752223,55,78,Partner,1,3,1
Postgraduate,34596.0,48,14,0,2,0,0,1,0,2,8,11.854893908282,51,23,Partner,1,3,1
Postgraduate,43269.0,61,10,1,7,0,0,1,0,2,8,11.427789185489392,53,19,Partner,1,3,1
Undergraduate,38741.0,60,7,10,17,8,6,2,0,3,7,10.89390828199863,67,61,Alone,2,3,1
Graduate,31907.0,75,33,87,64,175,16,6,1,6,7,11.964407939767282,53,449,Alone,0,1,0
Postgraduate,27100.0,64,12,0,13,2,0,1,0,3,7,11.876796714579056,42,37,Partner,1,3,1
Undergraduate,31163.0,54,2,3,10,11,2,1,0,3,6,11.017111567419576,52,38,Alone,1,2,1
Graduate,92533.0,84,693,21,118,110,147,6,5,11,2,11.170431211498974,40,1131,Partner,0,2,0
Graduate,34853.0,75,9,3,15,2,3,2,0,3,6,11.159479808350444,52,34,Alone,2,3,1
Graduate,70844.0,16,129,26,67,3,67,6,1,5,7,11.30732375085558,58,294,Alone,2,3,1
Undergraduate,31086.0,79,16,2,11,3,0,1,1,2,8,11.797399041752223,46,48,Partner,2,4,1
Graduate,60544.0,92,201,2,43,3,5,5,1,5,6,12.487337440109512,64,289,Partner,2,4,1
Undergraduate,20491.0,16,5,4,5,4,2,0,1,2,7,12.068446269678304,39,30,Partner,0,2,0
Graduate,42523.0,96,14,36,11,3,26,1,1,4,2,10.82819986310746,61,125,Partner,0,2,0
Graduate,39922.0,30,29,12,59,19,1,3,0,4,8,12.01368925393566,42,156,Partner,1,3,1
Graduate,33402.0,60,26,2,19,10,5,2,1,3,8,11.592060232717316,73,70,Partner,2,4,1
Postgraduate,36408.0,11,9,1,4,3,2,1,0,2,6,11.41409993155373,76,22,Partner,2,4,1
Graduate,21645.0,75,14,0,23,4,5,3,0,3,9,12.462696783025326,46,65,Partner,1,3,1
Postgraduate,78427.0,36,972,19,595,180,26,3,7,10,3,12.323066392881588,77,1930,Alone,0,1,0
Graduate,82657.0,71,966,168,672,246,105,7,5,10,4,11.397672826830938,79,2283,Partner,0,2,0
Graduate,51876.0,88,99,27,102,28,48,2,2,8,1,11.34839151266256,67,310,Partner,0,2,0
Undergraduate,78041.0,93,482,35,553,72,160,4,4,9,2,12.177960301163589,54,1319,Partner,0,2,0
Graduate,52852.0,93,714,8,99,11,0,10,7,5,8,12.219028062970567,68,879,Partner,1,3,1
Postgraduate,70038.0,54,587,54,348,71,54,4,4,8,2,11.321013004791238,43,1244,Partner,0,2,0
Undergraduate,69401.0,41,399,27,159,58,8,4,4,5,2,10.913073237508556,52,690,Partner,1,3,1
Graduate,46053.0,46,56,10,92,19,7,3,2,4,5,12.005475701574264,53,209,Partner,1,3,1
Graduate,77343.0,28,227,151,573,98,54,3,4,9,1,10.699520876112253,60,1134,Partner,0,2,0
Graduate,73892.0,40,703,102,601,0,58,3,11,8,1,11.268993839835728,72,1507,Alone,0,1,0
Postgraduate,40304.0,82,37,0,17,0,0,2,0,3,7,11.38945927446954,58,57,Alone,1,2,1
Postgraduate,32727.0,38,167,13,180,86,13,7,3,5,8,12.479123887748118,60,529,Partner,0,2,0
Graduate,68695.0,3,458,81,356,106,50,4,4,7,2,10.655715263518138,56,1091,Partner,0,2,0
Graduate,43300.0,87,91,3,52,2,1,4,0,4,8,12.35318275154004,54,180,Alone,1,2,1
Graduate,26290.0,49,15,8,16,11,5,2,0,4,6,12.10403832991102,53,77,Partner,2,4,1
Graduate,93790.0,16,1302,68,731,89,114,6,7,12,2,11.019849418206707,55,2349,Alone,0,1,0
Postgraduate,38410.0,65,153,64,123,116,64,5,2,9,6,12.432580424366872,51,534,Partner,0,2,0
Postgraduate,64866.0,9,508,5,21,7,5,7,3,7,5,11.066392881587952,75,556,Alone,1,2,1
Graduate,57957.0,24,290,59,177,77,5,4,6,8,3,11.50444900752909,66,637,Partner,1,3,1
Postgraduate,46015.0,25,38,0,2,0,0,1,0,3,7,10.85557837097878,70,46,Partner,2,4,1
Graduate,16531.0,43,2,13,6,7,5,3,0,3,7,10.674880219028063,47,44,Partner,1,3,1
Postgraduate,28072.0,10,30,0,10,2,0,1,0,3,7,11.619438740588638,39,47,Partner,1,3,1
Postgraduate,49476.0,29,386,23,95,54,41,2,11,5,2,11.668720054757015,62,795,Alone,1,2,1
Graduate,50725.0,45,443,10,75,0,10,8,1,8,8,12.016427104722792,72,586,Partner,1,3,1
Graduate,83844.0,57,901,31,345,75,31,4,4,11,1,11.775496235455169,73,1574,Partner,0,2,0
Postgraduate,41145.0,20,9,0,3,0,0,0,0,3,3,11.030800821355236,75,13,Partner,2,4,1
Graduate,67419.0,29,846,84,352,91,56,9,4,8,5,12.093086926762492,55,1471,Partner,1,3,1
Undergraduate,23162.0,82,8,3,9,19,4,1,1,3,6,11.16495550992471,55,65,Partner,2,4,1
Graduate,34380.0,68,72,7,58,13,1,4,1,3,8,11.80287474332649,48,175,Partner,1,3,1
Graduate,34704.0,65,29,0,5,0,1,1,0,3,5,11.816563997262149,59,40,Alone,1,2,1
Postgraduate,94871.0,99,169,24,553,188,0,8,5,4,7,12.46817248459959,56,1078,Partner,2,4,1
Graduate,65148.0,9,460,35,422,33,12,6,6,7,4,12.260095824777547,67,1115,Partner,1,3,1
Graduate,39898.0,20,69,8,26,12,7,3,0,4,7,12.019164955509924,71,134,Partner,1,3,1
Postgraduate,64857.0,78,556,14,717,210,0,7,5,10,4,12.240930869267626,69,1540,Alone,0,1,0
Postgraduate,59892.0,26,73,0,13,0,1,2,1,3,3,11.299110198494182,55,87,Partner,1,3,1
Postgraduate,41020.0,68,112,1,54,7,7,3,2,4,3,11.312799452429845,38,217,Alone,0,1,0
Postgraduate,57072.0,79,944,0,60,0,0,7,5,13,5,11.071868583162216,64,1034,Partner,1,3,1
Graduate,60474.0,25,265,199,303,234,9,10,2,12,7,11.887748117727584,46,1180,Alone,1,2,1
Graduate,62807.0,83,526,28,135,10,21,5,3,12,5,12.47091033538672,65,819,Partner,1,3,1
Undergraduate,19414.0,32,2,3,12,3,5,1,0,3,8,11.345653661875428,44,32,Partner,1,3,1
Graduate,19107.0,49,2,4,9,10,5,1,0,3,7,11.496235455167694,45,46,Partner,1,3,1
Undergraduate,75484.0,50,378,97,259,197,194,7,3,6,4,12.550308008213552,49,1159,Partner,1,3,1
Postgraduate,70379.0,84,553,25,142,65,67,6,3,13,4,11.967145790554415,49,860,Alone,1,2,1
Postgraduate,79419.0,96,751,127,687,20,15,4,6,4,2,10.663928815879537,55,1631,Partner,0,2,0
Postgraduate,64014.0,56,406,0,30,0,0,8,2,5,7,10.69678302532512,79,444,Partner,3,5,1
Graduate,76998.0,85,1449,89,161,69,35,11,8,8,6,12.106776180698152,70,1910,Partner,1,3,1
Postgraduate,49854.0,63,123,17,171,39,0,6,2,5,6,11.277207392197123,53,380,Partner,1,3,1
Postgraduate,60585.0,17,267,42,309,55,42,7,4,9,5,11.657768651608489,54,736,Partner,2,4,1
Postgraduate,42873.0,11,209,0,40,3,2,6,1,4,8,12.07939767282683,75,269,Alone,2,3,1
Graduate,87679.0,62,1259,172,815,97,148,7,11,10,4,11.567419575633128,37,2524,Partner,0,2,0
Graduate,57867.0,48,344,35,178,15,23,7,2,9,6,11.38672142368241,47,612,Partner,1,3,1
Graduate,35765.0,86,22,3,30,0,5,2,0,4,6,11.19233401779603,35,75,Partner,1,3,1
Graduate,65492.0,73,247,161,295,210,85,4,7,13,2,11.066392881587952,66,1045,Partner,0,2,0
Graduate,32952.0,36,38,0,12,3,1,2,0,3,7,11.219712525667353,48,55,Alone,1,2,1
Postgraduate,53374.0,34,896,10,101,13,10,4,2,9,9,12.511978097193705,56,1064,Partner,1,3,1
Graduate,71706.0,16,931,56,253,91,98,9,5,7,5,12.268309377138946,66,1443,Partner,1,3,1
Graduate,68487.0,48,758,12,385,33,89,9,7,13,4,12.101300479123887,37,1366,Partner,0,2,0
Postgraduate,53253.0,61,216,9,57,20,9,4,3,5,5,12.021902806297057,50,436,Partner,2,4,1
Undergraduate,31163.0,54,2,3,10,11,2,1,0,3,6,11.017111567419576,52,38,Alone,1,2,1
Graduate,42014.0,56,244,15,108,4,15,7,1,6,8,12.509240246406572,48,436,Partner,1,3,1
Postgraduate,54108.0,74,539,6,91,8,6,8,2,9,8,12.290212183436005,52,747,Partner,2,4,1
Postgraduate,49667.0,35,1181,26,120,17,13,5,10,5,8,12.501026694045176,70,1396,Alone,0,1,0
Postgraduate,63206.0,65,750,8,125,11,8,4,3,6,2,10.921286789869953,51,928,Partner,0,2,0
Postgraduate,57136.0,48,306,5,109,21,109,5,2,10,6,11.616700889801503,53,642,Partner,2,4,1
Undergraduate,46772.0,88,350,104,189,197,151,11,8,5,8,12.28473648186174,50,1048,Partner,1,3,1
Postgraduate,78931.0,19,331,197,170,58,152,2,8,13,1,11.321013004791238,54,943,Partner,0,2,0
Graduate,53977.0,21,620,16,165,0,24,5,5,12,5,11.7015742642026,67,907,Partner,1,3,1
Graduate,84219.0,27,434,137,400,45,137,3,4,10,1,11.047227926078028,37,1198,Partner,0,2,0
Postgraduate,46098.0,86,57,0,27,0,0,3,2,2,8,12.50650239561944,50,120,Alone,2,3,1
Graduate,73538.0,92,811,76,428,99,137,10,4,9,7,12.23545516769336,60,1658,Partner,1,3,1
Graduate,79529.0,1,423,42,706,73,197,4,8,9,2,10.817248459958932,39,1638,Partner,0,2,0
Undergraduate,20981.0,14,2,12,10,6,13,3,1,2,8,11.808350444900752,48,73,Partner,0,2,0
Graduate,51766.0,74,60,51,87,6,20,4,2,4,5,10.94592744695414,45,275,Alone,1,2,1
Graduate,55759.0,84,675,0,85,10,7,10,3,8,8,12.227241615331964,63,854,Partner,1,3,1
Graduate,33039.0,4,30,8,12,8,8,2,0,4,5,11.446954140999315,47,78,Partner,1,3,1
Postgraduate,37787.0,50,40,1,40,4,3,3,0,3,8,11.416837782340862,53,106,Partner,1,3,1
Graduate,27242.0,2,3,17,26,20,1,2,0,3,9,12.27378507871321,55,106,Alone,1,2,1
Postgraduate,87188.0,73,910,111,724,49,74,10,2,6,3,11.71526351813826,42,1923,Alone,0,1,0
Graduate,69930.0,21,252,98,827,219,70,4,5,12,3,11.737166324435318,54,1662,Partner,0,2,0
Graduate,37697.0,82,34,6,21,11,4,2,1,3,6,11.033538672142368,49,84,Alone,1,2,1
Postgraduate,37401.0,14,19,3,19,3,1,2,0,3,7,10.792607802874745,52,48,Partner,1,3,1
Graduate,3502.0,56,2,1,1,0,0,0,0,0,14,11.854893908282,52,5,Alone,1,2,1
Graduate,58597.0,20,490,0,184,10,28,7,4,9,7,12.24914442162902,49,733,Partner,2,4,1
Postgraduate,82032.0,54,332,194,377,149,125,4,6,7,1,10.877481177275838,77,1234,Alone,0,1,0
Graduate,28087.0,77,53,8,17,13,0,2,2,2,7,12.191649555099248,67,112,Partner,2,4,1
Postgraduate,74004.0,5,784,48,560,42,176,4,6,4,3,10.986995208761122,38,1658,Alone,0,1,0
Graduate,19740.0,65,7,11,3,10,4,1,1,3,5,11.90965092402464,65,55,Partner,1,3,1
Undergraduate,57036.0,33,1171,43,219,19,14,6,3,13,9,12.191649555099248,50,1513,Partner,1,3,1
Undergraduate,53083.0,65,215,7,33,3,0,5,1,5,7,11.767282683093772,67,271,Partner,2,4,1
Postgraduate,69283.0,41,674,62,134,0,26,7,3,13,5,10.685831622176591,50,904,Partner,1,3,1
Postgraduate,46098.0,86,57,0,27,0,0,3,2,2,8,12.50650239561944,50,120,Alone,2,3,1
Undergraduate,23331.0,92,5,36,7,0,10,3,0,3,8,12.459958932238193,37,103,Partner,1,3,1
Undergraduate,23331.0,97,104,20,101,24,15,5,1,5,9,12.375085557837098,37,269,Alone,1,2,1
Graduate,9255.0,91,9,0,7,2,0,1,1,2,8,11.16769336071184,36,22,Alone,1,2,1
Postgraduate,67786.0,0,431,82,441,80,20,3,6,6,1,11.203285420944558,66,1156,Alone,0,1,0
Postgraduate,71969.0,59,1000,0,76,0,0,3,4,9,8,12.344969199178644,54,1086,Partner,1,3,1
Postgraduate,59235.0,4,448,40,469,80,0,11,2,12,7,12.10403832991102,58,1128,Alone,1,2,1
Graduate,31928.0,5,33,4,24,4,2,3,0,4,7,10.899383983572896,36,72,Partner,1,3,1
Postgraduate,74881.0,48,505,72,270,36,27,9,2,12,5,11.953456536618754,64,964,Partner,2,4,1
Graduate,65819.0,99,267,38,701,149,165,5,4,10,3,12.224503764544831,47,1383,Partner,0,2,0
Postgraduate,51411.0,81,14,0,3,0,0,0,0,3,5,11.737166324435318,72,18,Alone,3,4,1
Graduate,51983.0,95,631,0,115,10,7,9,2,10,7,12.47091033538672,61,793,Alone,1,2,1
Postgraduate,42386.0,43,65,4,16,0,4,3,0,3,8,12.101300479123887,39,100,Partner,1,3,1
Undergraduate,30390.0,5,10,12,12,25,1,2,0,3,6,11.46611909650924,38,80,Partner,0,2,0
Graduate,30983.0,50,51,4,50,12,1,4,0,3,8,12.279260780287474,62,167,Alone,0,1,0
Graduate,66033.0,76,293,35,179,46,59,8,3,7,7,12.082135523613964,68,677,Alone,1,2,1
Undergraduate,37284.0,46,11,1,2,2,1,0,0,3,6,11.89596167008898,50,23,Partner,2,4,1
Postgraduate,57530.0,68,50,1,27,6,7,1,1,4,1,11.356605065023956,74,92,Alone,1,2,1
Undergraduate,76800.0,33,173,26,255,35,71,4,4,7,1,10.954140999315538,60,641,Partner,0,2,0
Graduate,63943.0,50,423,184,368,13,97,6,4,6,5,12.465434633812457,69,1106,Partner,1,3,1
Graduate,76081.0,85,292,30,415,63,33,4,5,4,2,10.746064339493495,63,1033,Partner,0,2,0
Graduate,67445.0,63,757,80,217,29,80,9,6,12,6,12.522929500342231,51,1174,Partner,1,3,1
Postgraduate,37054.0,89,12,1,6,0,1,1,0,3,7,11.430527036276525,58,25,Partner,2,4,1
Postgraduate,47175.0,81,167,2,44,6,2,4,2,4,8,12.31211498973306,63,240,Partner,2,4,1
Graduate,31859.0,77,3,1,3,8,0,1,0,2,7,11.685147159479808,49,20,Alone,1,2,1
Graduate,27215.0,50,30,5,22,8,9,2,1,4,6,12.073921971252568,64,102,Alone,3,4,1
Postgraduate,70179.0,10,532,88,168,69,44,7,3,13,5,11.58384668035592,49,1034,Alone,1,2,1
Graduate,39922.0,30,29,12,59,19,1,3,0,4,8,12.01368925393566,42,156,Partner,1,3,1
Postgraduate,49681.0,66,411,0,26,0,0,7,1,7,7,11.293634496919918,49,458,Partner,2,4,1
Graduate,24645.0,16,5,3,4,4,1,1,0,2,8,12.301163586584533,37,17,Partner,1,3,1
Graduate,79865.0,12,71,99,278,185,121,5,10,5,1,10.674880219028063,71,792,Alone,1,2,1
Graduate,44322.0,30,46,0,40,3,0,3,0,3,8,10.680355920602327,40,92,Partner,1,3,1
Graduate,47958.0,8,268,11,88,15,3,6,3,5,5,12.084873374401097,73,407,Alone,1,2,1
Postgraduate,63972.0,93,928,63,254,0,12,5,4,10,4,12.216290212183436,61,1269,Alone,1,2,1
Graduate,75315.0,14,459,15,171,142,23,5,4,12,2,10.850102669404516,71,841,Partner,1,3,1
Postgraduate,55517.0,53,483,0,108,0,6,11,1,6,9,12.396988364134154,75,633,Partner,2,4,1
Postgraduate,75283.0,26,733,9,180,12,19,6,3,5,4,11.901437371663244,68,1019,Partner,3,5,1
Postgraduate,82800.0,23,1006,22,115,59,68,7,6,12,3,12.238193018480493,79,1315,Alone,0,1,0
Graduate,38998.0,92,34,1,14,0,0,2,0,3,8,12.295687885010269,71,54,Partner,2,4,1
Postgraduate,90638.0,29,1156,120,915,94,144,3,4,10,1,11.017111567419576,34,2525,Alone,0,1,0
Postgraduate,27161.0,41,7,4,23,7,0,1,0,3,7,11.312799452429845,39,52,Partner,1,3,1
Graduate,42014.0,56,244,15,108,4,15,7,1,6,8,12.509240246406572,48,436,Partner,1,3,1
Postgraduate,38201.0,19,233,0,23,0,0,5,1,5,8,11.89596167008898,65,268,Partner,1,3,1
Graduate,45203.0,4,35,3,67,10,8,3,1,3,6,10.913073237508556,43,147,Partner,2,4,1
Postgraduate,81574.0,89,1252,0,465,46,35,4,5,8,1,10.8145106091718,78,1798,Partner,0,2,0
Graduate,34935.0,71,34,4,66,3,10,2,1,4,7,11.665982203969884,33,137,Partner,0,2,0
Postgraduate,60482.0,81,255,43,134,37,14,7,2,7,7,12.073921971252568,49,507,Alone,1,2,1
Graduate,34633.0,31,8,1,5,0,0,1,0,2,6,11.07460643394935,69,15,Partner,3,5,1
Postgraduate,78093.0,53,368,32,639,13,43,4,7,5,1,11.19233401779603,78,1105,Partner,0,2,0
Graduate,82460.0,78,255,47,573,52,32,5,3,6,1,11.21697467488022,75,974,Alone,0,1,0
Postgraduate,45903.0,80,33,8,10,2,10,2,1,3,4,10.82819986310746,59,66,Partner,1,3,1
Graduate,81361.0,18,163,23,424,27,65,3,10,13,1,10.984257357973991,38,778,Alone,0,1,0
Postgraduate,35860.0,37,15,0,8,4,2,1,1,2,5,10.757015742642023,52,49,Alone,2,3,1
Postgraduate,40442.0,52,45,12,52,25,22,3,1,4,7,12.503764544832306,73,169,Partner,2,4,1
Graduate,61482.0,39,48,58,68,16,66,3,2,6,2,10.650239561943874,60,299,Partner,0,2,0
Graduate,34968.0,11,158,6,45,8,2,3,2,5,7,11.863107460643397,45,221,Partner,1,3,1
Graduate,75794.0,33,754,160,625,63,32,7,5,12,3,11.156741957563312,38,1682,Partner,0,2,0
Postgraduate,31497.0,22,108,1,28,13,1,3,1,4,8,12.205338809034908,63,155,Partner,1,3,1
Graduate,74268.0,83,199,66,315,97,174,4,3,5,2,12.01368925393566,70,892,Partner,0,2,0
Undergraduate,13724.0,43,2,7,5,2,15,2,0,2,9,12.47091033538672,37,58,Partner,1,3,1
Postgraduate,45143.0,74,202,5,74,11,5,6,1,5,7,11.485284052019164,60,311,Partner,1,3,1
Postgraduate,52569.0,54,85,0,3,0,0,2,0,4,3,10.877481177275838,58,95,Alone,1,2,1
Postgraduate,48432.0,3,322,3,50,4,3,7,1,6,8,12.33949349760438,52,424,Alone,1,2,1
Postgraduate,17144.0,96,18,2,19,0,2,3,0,4,7,11.011635865845312,65,47,Partner,2,4,1
Graduate,36108.0,68,141,8,129,3,11,7,1,4,9,11.34839151266256,41,339,Alone,1,2,1
Graduate,76445.0,2,739,107,309,140,80,2,5,13,6,12.394250513347025,54,1410,Partner,1,3,1
Postgraduate,36663.0,40,18,0,6,3,3,1,1,3,2,10.822724161533197,50,35,Partner,1,3,1
Postgraduate,53843.0,64,378,0,88,19,4,8,5,3,7,11.649555099247092,60,562,Partner,1,3,1
Postgraduate,90226.0,26,1083,108,649,253,151,4,7,12,2,12.399726214921287,69,2352,Partner,0,2,0
Postgraduate,70638.0,69,1016,12,215,16,12,4,5,10,3,11.720739219712526,70,1334,Alone,0,1,0
Graduate,44512.0,57,23,1,6,0,0,1,0,3,4,11.474332648870636,65,32,Partner,2,4,1
Graduate,27116.0,78,12,1,21,2,2,2,0,3,7,10.97056810403833,64,41,Partner,2,4,1
Postgraduate,54072.0,71,35,0,4,0,0,2,0,2,8,11.567419575633128,62,39,Partner,2,4,1
Graduate,71855.0,59,548,31,422,0,112,5,5,11,3,12.093086926762492,48,1141,Partner,1,3,1
Undergraduate,51250.0,28,342,32,230,34,32,10,5,4,9,11.893223819301848,35,710,Alone,1,2,1
Postgraduate,60432.0,61,365,3,15,4,3,7,2,5,6,10.951403148528405,52,401,Partner,1,3,1
Postgraduate,65526.0,22,397,19,69,12,0,4,4,8,2,10.861054072553046,61,506,Partner,1,3,1
Graduate,68655.0,95,456,19,832,75,118,4,5,11,3,12.528405201916495,37,1538,Alone,0,1,0
Undergraduate,12393.0,38,5,6,15,11,7,2,0,3,9,12.210814510609172,47,57,Partner,0,2,0
Graduate,64509.0,19,836,185,575,24,25,6,3,9,4,11.509924709103354,35,1722,Alone,0,1,0
Graduate,33955.0,92,100,2,128,23,7,5,1,5,8,11.53182751540041,50,270,Alone,1,2,1
Graduate,31353.0,24,10,0,10,3,1,1,1,2,8,11.143052703627651,48,31,Partner,2,4,1
Graduate,55434.0,21,238,115,215,169,69,5,3,13,4,11.37577002053388,41,882,Partner,1,3,1
Graduate,28359.0,35,6,0,5,2,1,1,0,2,7,11.315537303216974,42,16,Partner,1,3,1
Graduate,57100.0,9,158,11,99,15,11,3,2,7,3,10.759753593429158,38,311,Alone,1,2,1
Graduate,69139.0,23,86,12,75,33,15,4,1,5,4,11.063655030800822,60,227,Partner,1,3,1
Postgraduate,52973.0,92,856,0,76,12,9,9,6,9,8,12.281998631074606,69,1152,Partner,1,3,1
Postgraduate,51717.0,55,98,1,17,0,1,3,0,4,7,11.501711156741958,60,122,Partner,1,3,1
Graduate,18793.0,14,4,16,20,0,17,2,0,4,8,12.10403832991102,54,77,Partner,1,3,1
Undergraduate,66664.0,78,398,96,447,220,96,5,7,6,3,12.402464065708418,43,1289,Partner,0,2,0
Graduate,50664.0,64,313,8,104,6,4,8,1,6,9,12.093086926762492,66,561,Alone,2,3,1
Graduate,54414.0,49,109,18,16,24,26,3,1,5,4,12.073921971252568,62,211,Partner,2,4,1
Postgraduate,54549.0,8,216,2,6,0,0,5,1,4,7,10.967830253251195,73,233,Partner,1,3,1
Postgraduate,47111.0,35,595,71,153,120,112,3,2,10,9,12.449007529089664,54,1092,Alone,1,2,1
Postgraduate,41003.0,11,123,133,142,71,44,6,2,8,6,11.928815879534566,62,601,Alone,0,1,0
Graduate,19444.0,8,16,0,23,3,2,4,1,2,7,10.992470910335388,43,54,Partner,1,3,1
Undergraduate,36301.0,53,11,12,35,3,5,3,0,3,7,11.321013004791238,49,78,Partner,1,3,1
Postgraduate,73059.0,36,410,112,420,0,82,9,3,13,4,11.471594798083505,78,1095,Partner,1,3,1
Postgraduate,42731.0,64,159,2,51,6,2,4,1,5,5,11.331964407939768,56,244,Partner,1,3,1
Postgraduate,52854.0,43,105,0,10,0,1,2,1,4,5,10.910335386721425,66,116,Partner,2,4,1
Graduate,22775.0,40,5,1,8,0,0,1,0,2,8,11.671457905544148,47,15,Partner,1,3,1
Postgraduate,46681.0,52,269,15,69,15,19,4,6,4,5,11.367556468172484,77,425,Partner,2,4,1
Postgraduate,59821.0,11,629,0,70,0,0,11,2,7,8,11.85763175906913,70,734,Partner,1,3,1
Graduate,50002.0,21,443,5,71,21,16,8,2,7,7,11.676933607118412,71,638,Alone,1,2,1
